,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
2578,2578,FSI_2578,Ngoc,Ha Noi,Kinh,Cau ca,26,Nam,Tieng anh toiec,D,B,Thac si,Gioi,UTC,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,A,4,24.0,25.2,2578,FSI_2579,2,0,2,3,0,100,0,5,1,25/10/2019 ,0,2,31/08/2020 ,full time,co gia dinh,1,165,50,dang bi benh,co,co,xe may
2579,2579,FSI_2579,Hermione,Tinh le,Kinh,Gym,23,Nu,Tieng anh toiec,A,B,Cao dang,Trung binh,VNU,Ky su R&D,1,Computer vision,Nhan vien,1.0,None,25,D,2,15.0,15.75,2579,FSI_2580,0,5,0,4,2,90,0,5,1,10/03/2020 ,1,1,10/05/2020 ,part time,co gia dinh,2,165,70,khong bi benh,co,co,xe may
2580,2580,FSI_2580,Ngoc,Tinh le,Kinh,Cau long,18,Nu,Khong chung chi,C,D,Dai hoc,Trung binh,USTH,BA,0,None,Teamlead,1.5,None,25,A,0,34.5,36.225,2580,FSI_2581,2,2,0,1,3,100,0,4,2,08/01/2020 ,0,2,07/11/2019 ,part time,chua co gia dinh,1,170,60,dang bi benh,khong,co,xe may
2581,2581,FSI_2581,Lan,Ha Noi,Kinh,Cau long,18,Nu,Khong chung chi,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,ios,Teamlead,1.5,None,25,C,0,10.5,11.025,2581,FSI_2582,2,2,0,2,2,70,0,5,1,13/06/2020 ,0,2,18/11/2019 ,nghi phep,chua co gia dinh,2,150,70,khong bi benh,khong,khong,xe may
2582,2582,FSI_2582,Hermione,Tinh le,Kinh,Gym,19,Nam,Tieng anh toiec,D,A,Cao dang,Gioi,EPU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,A,1,14.0,14.7,2582,FSI_2583,0,2,0,1,0,70,0,4,1,18/02/2020 ,1,0,17/09/2019 ,part time,chua co gia dinh,1,180,40,dang bi benh,co,co,oto
2583,2583,FSI_2583,Harry,Tinh le,Kinh,Yoga,23,Nu,Khong chung chi,C,A,Cao dang,Trung binh,EPU,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,B,4,19.0,19.95,2583,FSI_2584,5,5,0,0,2,70,1,2,1,05/06/2020 ,0,1,25/02/2020 ,full time,co gia dinh,2,160,70,dang bi benh,co,co,oto
2584,2584,FSI_2584,Ron,Ha Noi,Kinh,xem phim,32,Nam,Tieng Nga,A,B,Cao dang,Gioi,HNUE,Ky su R&D,8,Data Science,Nhan vien,1.0,None,25,D,6,7.0,7.35,2584,FSI_2585,0,2,4,2,0,90,2,0,3,11/05/2020 ,4,2,29/12/2019 ,nghi phep,co gia dinh,2,180,50,khong bi benh,co,khong,xe may
2585,2585,FSI_2585,Luna,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,C,D,Dai hoc,kha,HAUI,BA,1,None,Teamlead,1.5,None,25,C,1,12.0,12.6,2585,FSI_2586,5,0,0,2,5,90,4,0,1,22/06/2020 ,1,0,20/07/2020 ,part time,chua co gia dinh,2,160,50,khong bi benh,co,co,xe may
2586,2586,FSI_2586,Nam,Tinh le,Kinh,Cau long,19,Nu,Tieng Trung,C,B,Cao dang,Xuat sac,TLU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,A,1,16.0,16.8,2586,FSI_2587,1,2,1,0,2,90,1,2,1,23/06/2020 ,3,0,30/03/2020 ,nghi phep,co gia dinh,2,170,50,khong bi benh,khong,co,xe may
2587,2587,FSI_2587,Lan,Tinh le,Kinh,Nghe nhac,21,Nam,Tieng anh toiec,D,B,Dai hoc,kha,UTC,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,C,1,11.0,11.55,2587,FSI_2588,4,2,4,3,1,100,3,1,1,15/01/2020 ,0,2,05/08/2020 ,nghi phep,chua co gia dinh,0,150,40,khong bi benh,co,co,bus
2588,2588,FSI_2588,Ron,Tinh le,Kinh,Yoga,29,Nam,Tieng anh toiec,A,A,Dai hoc,Trung binh,VNU,Lap trinh vien,3,ios,Nhan vien,1.0,None,25,B,5,9.0,9.45,2588,FSI_2589,1,4,2,0,1,100,1,0,1,30/08/2020 ,5,3,23/10/2019 ,part time,co gia dinh,1,170,60,khong bi benh,co,co,xe may
2589,2589,FSI_2589,Nam,Tinh le,Kinh,Cau ca,39,Nam,Khong chung chi,A,D,Thac si,Xuat sac,HNUE,BA,2,None,Nhan vien,1.0,None,25,A,3,24.0,25.2,2589,FSI_2590,5,1,0,1,3,100,0,4,1,18/10/2019 ,1,2,28/07/2020 ,part time,chua co gia dinh,0,160,50,dang bi benh,khong,khong,bus
2590,2590,FSI_2590,Hermione,Tinh le,Mong,Yoga,22,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,2,Ruby,Teamlead,1.5,None,25,B,2,25.5,26.775,2590,FSI_2591,3,0,0,5,2,80,4,1,1,18/03/2020 ,0,0,11/02/2020 ,nghi phep,chua co gia dinh,0,160,60,dang bi benh,khong,co,xe may
2591,2591,FSI_2591,Hermione,Ha Noi,Thai,Yoga,30,Nu,Tieng anh toiec,B,D,Dai hoc,kha,UTC,Tu van ban hang,7,None,Teamlead,1.5,None,15,C,1,10.5,11.025,2591,FSI_2592,0,3,0,3,3,90,4,3,3,28/01/2020 ,3,1,17/01/2020 ,nghi phep,co gia dinh,1,150,40,khong bi benh,co,khong,oto
2592,2592,FSI_2592,Nam,Tinh le,Kinh,Cau ca,27,Nam,Khong chung chi,B,B,Cao dang,Xuat sac,EPU,Lap trinh vien,3,Ruby,Nhan vien,1.0,None,25,C,0,8.0,8.4,2592,FSI_2593,2,3,3,2,2,90,4,5,1,24/09/2019 ,0,0,27/04/2020 ,nghi phep,chua co gia dinh,1,175,60,dang bi benh,co,co,xe may
2593,2593,FSI_2593,Long,Tinh le,Kinh,Cau ca,33,Nam,Khong chung chi,D,B,Cao dang,kha,TLU,Ky su R&D,10,Tools,Nhan vien,1.0,None,25,D,9,5.0,5.25,2593,FSI_2594,0,3,0,2,0,90,2,1,1,23/04/2020 ,5,0,25/10/2019 ,part time,co gia dinh,1,160,50,khong bi benh,khong,khong,bus
2594,2594,FSI_2594,Ron,Tinh le,Kinh,Yoga,19,Nu,Khong chung chi,B,B,Cao dang,Gioi,EPU,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,A,1,8.0,8.4,2594,FSI_2595,0,5,5,0,0,90,4,4,1,08/12/2019 ,3,4,21/04/2020 ,part time,co gia dinh,2,165,60,khong bi benh,khong,khong,bus
2595,2595,FSI_2595,Nam,Tinh le,Kinh,Yoga,21,Nam,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,1,None,Nhan vien,1.0,None,30,A,0,15.0,15.75,2595,FSI_2596,5,1,1,0,2,80,4,1,3,08/03/2020 ,0,1,12/01/2020 ,nghi phep,co gia dinh,2,150,60,khong bi benh,co,co,oto
2596,2596,FSI_2596,Luna,Tinh le,Kinh,Cau ca,23,Nu,Khong chung chi,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,B,2,7.0,7.35,2596,FSI_2597,2,2,1,4,0,90,3,2,1,10/12/2019 ,5,1,27/02/2020 ,full time,chua co gia dinh,0,170,70,khong bi benh,khong,co,xe may
2597,2597,FSI_2597,Long,Tinh le,Kinh,Cau ca,21,Nu,Tieng anh toiec,B,B,Dai hoc,Trung binh,USTH,Lap trinh vien,1,Ruby,Nhan vien,1.0,Oympic toan,25,A,0,14.0,14.7,2597,FSI_2598,5,0,0,5,0,90,4,3,1,09/06/2020 ,2,3,08/10/2019 ,full time,co gia dinh,2,150,50,dang bi benh,co,co,xe may
2598,2598,FSI_2598,Ron,Tinh le,Khome,xem phim,28,Nu,Khong chung chi,A,B,Dai hoc,Gioi,VNU,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,C,9,17.0,17.85,2598,FSI_2599,0,2,1,4,0,100,5,0,1,04/09/2020 ,5,2,12/11/2019 ,part time,chua co gia dinh,1,150,60,khong bi benh,co,co,xe may
2599,2599,FSI_2599,Lan,Tinh le,Nung,Cau long,41,Nam,Khong chung chi,B,A,Dai hoc,kha,HUST,Lap trinh vien,10,C++,Nhan vien,1.0,None,25,D,9,7.0,7.35,2599,FSI_2600,1,2,0,1,1,80,1,4,1,30/10/2019 ,4,0,26/12/2019 ,part time,co gia dinh,0,165,50,khong bi benh,khong,co,bus
2600,2600,FSI_2600,Harry,Tinh le,Kinh,Gym,27,Nu,Tieng anh toiec,D,B,Cao dang,Xuat sac,TLU,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,C,4,24.0,25.2,2600,FSI_2601,1,3,0,3,0,100,0,2,3,09/03/2020 ,0,5,25/10/2019 ,part time,chua co gia dinh,1,150,50,khong bi benh,co,khong,oto
2601,2601,FSI_2601,Ngoc,Tinh le,Kinh,Gym,24,Nam,Tieng anh toiec,C,B,Dai hoc,Gioi,HAUI,Ky su R&D,3,Tools,Nhan vien,1.0,None,25,A,5,13.0,13.65,2601,FSI_2602,1,0,2,2,0,100,5,3,3,24/04/2020 ,2,2,31/08/2020 ,part time,co gia dinh,1,165,40,dang bi benh,co,co,xe may
2602,2602,FSI_2602,Ron,Tinh le,Cham,xem phim,27,Nam,Khong chung chi,C,B,Cao dang,Gioi,EPU,Lap trinh vien,7,.NET,Nhan vien,1.0,None,25,B,7,11.0,11.55,2602,FSI_2603,3,3,1,2,0,70,2,3,1,22/11/2019 ,4,1,24/01/2020 ,full time,co gia dinh,0,180,40,dang bi benh,co,co,oto
2603,2603,FSI_2603,Nam,Tinh le,Kinh,Da bong,29,Nam,Khong chung chi,A,A,Cao dang,Gioi,HNUE,Lap trinh vien,8,ios,Nhan vien,1.0,None,25,B,10,10.0,10.5,2603,FSI_2604,1,0,1,2,2,80,2,3,1,19/06/2020 ,1,0,03/11/2019 ,full time,chua co gia dinh,0,170,50,dang bi benh,co,khong,xe may
2604,2604,FSI_2604,Nam,Tinh le,Kinh,Yoga,22,Nu,Khong chung chi,C,D,Dai hoc,Trung binh,UTC,BA,1,None,Nhan vien,1.0,None,25,B,1,5.0,5.25,2604,FSI_2605,1,3,1,0,4,80,1,3,3,22/02/2020 ,4,1,04/06/2020 ,nghi phep,co gia dinh,1,160,60,dang bi benh,khong,co,xe may
2605,2605,FSI_2605,Lan,Tinh le,Hoa,Cau long,23,Nam,Khong chung chi,B,A,Cao dang,Gioi,USTH,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,D,0,5.0,5.25,2605,FSI_2606,2,3,5,5,5,100,0,0,1,31/03/2020 ,5,0,27/10/2019 ,part time,co gia dinh,0,170,40,khong bi benh,khong,khong,bus
2606,2606,FSI_2606,Long,Tinh le,Kinh,Cau long,23,Nu,Khong chung chi,C,D,Cao dang,Gioi,UTC,BA,2,None,Teamlead,1.5,None,25,C,0,19.5,20.475,2606,FSI_2607,2,0,5,2,5,100,1,2,3,09/12/2019 ,1,2,01/12/2019 ,full time,chua co gia dinh,2,175,70,dang bi benh,co,co,bus
2607,2607,FSI_2607,Nam,Tinh le,Kinh,Da bong,26,Nam,Tieng Trung,B,B,Cao dang,Gioi,EPU,Lap trinh vien,3,.NET,Nhan vien,1.0,None,25,D,6,9.0,9.45,2607,FSI_2608,5,2,1,1,1,90,0,5,1,18/02/2020 ,0,1,28/09/2019 ,full time,co gia dinh,0,165,60,dang bi benh,khong,khong,xe may
2608,2608,FSI_2608,Luna,Tinh le,Kinh,xem phim,24,Nam,Tieng anh toiec,A,D,Thac si,Xuat sac,UTC,BA,0,None,Nhan vien,1.0,None,25,B,4,19.0,19.95,2608,FSI_2609,4,3,1,1,0,100,1,1,1,03/04/2020 ,1,0,23/02/2020 ,nghi phep,chua co gia dinh,3,180,70,khong bi benh,khong,co,bus
2609,2609,FSI_2609,Ngoc,Tinh le,Mong,Yoga,49,Nam,Tieng anh toiec,A,D,Dai hoc,Trung binh,TLU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,C,7,8.0,8.4,2609,FSI_2610,4,5,1,0,0,70,4,5,1,12/08/2020 ,2,2,02/02/2020 ,nghi phep,chua co gia dinh,0,170,70,dang bi benh,khong,khong,xe may
2610,2610,FSI_2610,Ngoc,Tinh le,Kinh,Da bong,23,Nu,Khong chung chi,D,B,Cao dang,Trung binh,HNUE,Ky su R&D,4,Data Science,Nhan vien,1.0,None,25,D,2,15.0,15.75,2610,FSI_2611,0,3,1,3,1,90,5,4,1,11/10/2019 ,3,5,25/04/2020 ,full time,co gia dinh,0,160,60,dang bi benh,khong,khong,oto
2611,2611,FSI_2611,Long,Tinh le,Cham,Cau long,23,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,2,Android,Teamlead,1.5,olympic tin,25,A,3,22.5,23.625,2611,FSI_2612,1,5,2,5,1,100,4,5,1,08/09/2019 ,5,1,25/12/2019 ,full time,co gia dinh,0,170,70,khong bi benh,khong,khong,oto
2612,2612,FSI_2612,Long,Tinh le,Cham,Da bong,27,Nam,Khong chung chi,A,A,Cao dang,Trung binh,HUST,Lap trinh vien,8,ios,Nhan vien,1.0,None,25,B,4,8.0,8.4,2612,FSI_2613,0,4,0,0,1,90,2,2,2,08/10/2019 ,5,3,27/08/2020 ,nghi phep,co gia dinh,1,170,50,khong bi benh,khong,khong,xe may
2613,2613,FSI_2613,Long,Tinh le,Kinh,xem phim,21,Nu,Tieng anh toiec,C,D,Cao dang,Gioi,HAUI,Tester,1,None,Nhan vien,1.0,None,15,A,0,8.0,8.4,2613,FSI_2614,0,2,0,1,3,90,0,5,2,24/04/2020 ,2,1,29/09/2019 ,part time,co gia dinh,1,175,60,khong bi benh,co,khong,xe may
2614,2614,FSI_2614,Harry,Ha Noi,Kinh,Nghe nhac,57,Nu,Tieng anh toiec,D,A,Dai hoc,Trung binh,UTC,Lap trinh vien,32,Java,Nhan vien,1.0,None,25,D,2,8.0,8.4,2614,FSI_2615,1,1,4,1,4,100,5,1,2,27/08/2020 ,2,5,04/02/2020 ,part time,chua co gia dinh,3,180,70,khong bi benh,khong,co,oto
2615,2615,FSI_2615,Lan,Tinh le,Kinh,xem phim,24,Nam,Tieng anh toiec,C,C,Cao dang,Xuat sac,EPU,Lap trinh vien,5,PHP,Nhan vien,1.0,None,25,B,0,6.0,6.3,2615,FSI_2616,1,5,2,4,5,90,5,5,1,14/08/2020 ,0,0,22/05/2020 ,full time,co gia dinh,1,180,50,dang bi benh,co,khong,xe may
2616,2616,FSI_2616,Luna,Ha Noi,Kinh,Da bong,23,Nu,Tieng Phap,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Ruby,Nhan vien,1.0,None,25,B,1,8.0,8.4,2616,FSI_2617,1,2,4,0,0,100,4,5,1,10/08/2020 ,2,0,30/10/2019 ,full time,chua co gia dinh,0,180,70,khong bi benh,khong,khong,xe may
2617,2617,FSI_2617,Long,Tinh le,Kinh,xem phim,21,Nam,Tieng Phap,D,D,Dai hoc,Gioi,HAUI,PM,1,None,Teamlead,1.5,olympic tin,30,D,0,18.0,18.9,2617,FSI_2618,0,2,0,5,0,70,5,0,3,09/08/2020 ,3,4,22/12/2019 ,full time,co gia dinh,1,180,40,khong bi benh,khong,co,oto
2618,2618,FSI_2618,Ron,Ha Noi,Kinh,Gym,19,Nam,Tieng anh ielts,A,D,Dai hoc,Trung binh,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,1,8.0,8.4,2618,FSI_2619,4,3,3,0,0,80,3,5,1,29/02/2020 ,0,1,16/10/2019 ,nghi phep,co gia dinh,0,170,70,khong bi benh,khong,khong,bus
2619,2619,FSI_2619,Ron,Tinh le,Kinh,xem phim,26,Nam,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,A,1,23.0,24.15,2619,FSI_2620,1,0,2,2,4,90,0,0,1,11/10/2019 ,4,0,24/04/2020 ,part time,co gia dinh,2,160,50,khong bi benh,co,khong,bus
2620,2620,FSI_2620,Ngoc,Tinh le,Kinh,Yoga,18,Nam,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,C,1,15.0,15.75,2620,FSI_2621,0,0,4,2,0,90,1,5,2,18/05/2020 ,0,0,20/05/2020 ,part time,chua co gia dinh,3,170,70,khong bi benh,co,co,xe may
2621,2621,FSI_2621,Ron,Tinh le,Kinh,Gym,25,Nu,Khong chung chi,A,B,Dai hoc,Gioi,USTH,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,C,6,21.0,22.05,2621,FSI_2622,1,1,2,2,3,70,5,0,1,10/10/2019 ,0,1,16/05/2020 ,nghi phep,co gia dinh,0,180,40,khong bi benh,khong,khong,xe may
2622,2622,FSI_2622,Nam,Tinh le,Kinh,Nghe nhac,25,Nam,Tieng anh toiec,D,D,Dai hoc,Xuat sac,HNUE,BA,3,None,Nhan vien,1.0,Nhan tai dat viet,25,C,3,7.0,7.35,2622,FSI_2623,5,0,0,2,2,80,5,0,2,24/05/2020 ,4,0,05/09/2020 ,nghi phep,chua co gia dinh,1,160,60,dang bi benh,khong,co,xe may
2623,2623,FSI_2623,Harry,Tinh le,Kinh,Cau long,24,Nu,Khong chung chi,C,D,Cao dang,Gioi,VNU,BA,2,None,Nhan vien,1.0,None,25,B,5,11.0,11.55,2623,FSI_2624,4,4,5,0,5,90,1,3,2,05/12/2019 ,1,5,16/02/2020 ,full time,co gia dinh,2,160,50,khong bi benh,khong,co,xe may
2624,2624,FSI_2624,Lan,Tinh le,Khome,xem phim,29,Nu,Khong chung chi,C,A,Dai hoc,Gioi,UTC,Lap trinh vien,8,ios,Nhan vien,1.0,None,25,D,0,13.0,13.65,2624,FSI_2625,2,2,0,5,0,90,4,4,1,25/08/2020 ,3,5,26/01/2020 ,full time,chua co gia dinh,2,175,40,khong bi benh,co,co,bus
2625,2625,FSI_2625,Luna,Tinh le,Kinh,Yoga,29,Nu,Khong chung chi,B,B,Cao dang,kha,HNUE,Ky su R&D,6,Tools,Nhan vien,1.0,None,25,B,4,13.0,13.65,2625,FSI_2626,5,5,5,2,0,90,2,0,3,31/03/2020 ,2,0,30/08/2020 ,nghi phep,co gia dinh,2,165,50,dang bi benh,co,khong,oto
2626,2626,FSI_2626,Long,Tinh le,Kinh,Da bong,34,Nam,Khong chung chi,D,B,Cao dang,Trung binh,TLU,Lap trinh vien,15,Android,Nhan vien,1.0,None,25,B,10,18.0,18.9,2626,FSI_2627,1,0,3,2,1,90,3,2,2,31/08/2020 ,0,3,26/04/2020 ,nghi phep,chua co gia dinh,1,160,60,khong bi benh,khong,khong,bus
2627,2627,FSI_2627,Ngoc,Tinh le,Kinh,Nghe nhac,20,Nu,Khong chung chi,A,B,Dai hoc,Gioi,UTC,Lap trinh vien,1,Android,Nhan vien,1.0,None,25,A,0,4.0,4.2,2627,FSI_2628,2,0,2,1,0,70,2,1,2,04/01/2020 ,0,2,29/08/2020 ,part time,chua co gia dinh,2,165,40,khong bi benh,khong,co,bus
2628,2628,FSI_2628,Luna,Tinh le,Kinh,Yoga,25,Nam,Khong chung chi,D,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,2,ios,Teamlead,1.5,None,25,A,3,18.0,18.9,2628,FSI_2629,1,4,0,5,0,80,1,5,1,05/10/2019 ,0,0,03/11/2019 ,full time,co gia dinh,1,170,70,dang bi benh,khong,co,bus
2629,2629,FSI_2629,Ngoc,Tinh le,Kinh,Cau ca,23,Nu,Tieng anh toiec,A,B,Dai hoc,kha,TLU,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,1,22.0,23.1,2629,FSI_2630,5,0,2,0,3,70,5,5,1,24/11/2019 ,5,5,27/06/2020 ,part time,co gia dinh,0,180,70,khong bi benh,co,co,oto
2630,2630,FSI_2630,Long,Tinh le,Kinh,Yoga,22,Nam,Khong chung chi,A,B,Cao dang,Xuat sac,HAUI,Ky su R&D,2,Data Science,Nhan vien,1.0,None,25,B,1,11.0,11.55,2630,FSI_2631,0,5,5,0,3,70,4,5,1,21/12/2019 ,0,1,27/06/2020 ,part time,chua co gia dinh,2,170,60,dang bi benh,khong,co,xe may
2631,2631,FSI_2631,Long,Tinh le,Kinh,Cau ca,20,Nu,Tieng anh ielts,B,D,Dai hoc,Xuat sac,USTH,BA,1,None,Nhan vien,1.0,None,25,B,1,20.0,21.0,2631,FSI_2632,0,5,1,5,3,80,1,0,1,05/01/2020 ,5,0,30/05/2020 ,nghi phep,co gia dinh,1,175,40,khong bi benh,khong,co,xe may
2632,2632,FSI_2632,Ron,Tinh le,Kinh,Gym,19,Nu,Tieng Phap,A,C,Cao dang,Xuat sac,EPU,Lap trinh vien,0,PHP,Teamlead,1.5,None,25,D,1,9.0,9.45,2632,FSI_2633,4,4,0,0,3,100,3,2,2,20/12/2019 ,4,0,04/10/2019 ,part time,chua co gia dinh,0,165,70,dang bi benh,co,co,oto
2633,2633,FSI_2633,Luna,Tinh le,Kinh,Da bong,20,Nu,Khong chung chi,C,B,Dai hoc,Trung binh,TLU,Lap trinh vien,1,.NET,Nhan vien,1.0,None,25,C,1,9.0,9.45,2633,FSI_2634,3,3,3,0,0,80,5,1,1,29/02/2020 ,0,3,14/07/2020 ,part time,co gia dinh,0,175,40,dang bi benh,co,co,xe may
2634,2634,FSI_2634,Ngoc,Tinh le,Hoa,Cau long,19,Nam,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,0,None,Nhan vien,1.0,None,25,A,1,5.0,5.25,2634,FSI_2635,0,1,5,4,0,100,0,1,3,03/02/2020 ,5,3,23/03/2020 ,full time,chua co gia dinh,3,180,70,khong bi benh,co,khong,oto
2635,2635,FSI_2635,Harry,Tinh le,Kinh,Cau long,21,Nu,Tieng anh toiec,C,B,Dai hoc,Gioi,HNUE,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,C,2,19.0,19.95,2635,FSI_2636,1,1,0,2,4,80,2,2,3,11/04/2020 ,0,5,15/09/2019 ,part time,co gia dinh,0,160,40,dang bi benh,khong,co,oto
2636,2636,FSI_2636,Nam,Ha Noi,Kinh,Yoga,36,Nam,Khong chung chi,B,B,Cao dang,Xuat sac,TLU,Ky su R&D,5,Computer vision,Teamlead,1.5,None,25,B,2,21.0,22.05,2636,FSI_2637,2,3,3,3,5,90,1,2,1,11/11/2019 ,0,1,20/08/2020 ,part time,chua co gia dinh,2,175,70,dang bi benh,co,co,bus
2637,2637,FSI_2637,Ron,Tinh le,Kinh,Nghe nhac,34,Nu,Khong chung chi,D,C,Cao dang,Trung binh,EPU,Lap trinh vien,15,PHP,Nhan vien,1.0,None,25,C,11,22.0,23.1,2637,FSI_2638,0,1,1,2,2,90,4,3,2,26/05/2020 ,1,4,21/01/2020 ,part time,co gia dinh,0,175,70,dang bi benh,co,khong,oto
2638,2638,FSI_2638,Ron,Tinh le,Kinh,xem phim,23,Nu,Khong chung chi,D,A,Dai hoc,Trung binh,HNUE,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,B,1,22.0,23.1,2638,FSI_2639,0,2,1,2,3,90,0,0,3,29/02/2020 ,5,0,03/05/2020 ,part time,chua co gia dinh,2,150,50,khong bi benh,co,co,xe may
2639,2639,FSI_2639,Hermione,Ha Noi,Kinh,xem phim,27,Nu,Khong chung chi,B,B,Cao dang,kha,UTC,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,C,2,21.0,22.05,2639,FSI_2640,3,5,0,3,0,90,1,1,3,28/08/2020 ,1,5,12/05/2020 ,full time,co gia dinh,0,165,50,khong bi benh,co,co,xe may
2640,2640,FSI_2640,Harry,Tinh le,Kinh,xem phim,49,Nu,Tieng anh toiec,D,B,Dai hoc,Gioi,USTH,Ky su R&D,21,Tools,Nhan vien,1.0,None,25,C,5,20.0,21.0,2640,FSI_2641,2,5,1,2,2,70,3,1,2,14/04/2020 ,0,0,30/11/2019 ,part time,chua co gia dinh,1,165,50,khong bi benh,co,co,xe may
2641,2641,FSI_2641,Long,Tinh le,Mong,Cau ca,19,Nam,Tieng anh toiec,A,D,Cao dang,Xuat sac,VNU,BA,0,None,Nhan vien,1.0,Oympic toan,25,A,0,22.0,23.1,2641,FSI_2642,1,1,4,1,2,90,2,4,1,02/02/2020 ,5,4,11/04/2020 ,full time,co gia dinh,3,180,70,dang bi benh,khong,co,oto
2642,2642,FSI_2642,Luna,Tinh le,Kinh,xem phim,23,Nam,Tieng anh toiec,B,D,Dai hoc,Trung binh,UTC,Tu van ban hang,2,None,Nhan vien,1.0,None,15,B,4,4.0,4.2,2642,FSI_2643,0,2,0,4,2,90,2,2,1,02/10/2019 ,0,0,11/05/2020 ,nghi phep,chua co gia dinh,0,160,60,khong bi benh,co,co,xe may
2643,2643,FSI_2643,Long,Tinh le,Kinh,Gym,19,Nu,Tieng anh toiec,A,A,Cao dang,Trung binh,TLU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,D,1,8.0,8.4,2643,FSI_2644,5,0,3,3,1,100,0,4,3,04/01/2020 ,3,2,28/11/2019 ,full time,co gia dinh,2,150,50,dang bi benh,co,co,xe may
2644,2644,FSI_2644,Luna,Tinh le,Kinh,Cau ca,40,Nu,Khong chung chi,D,A,Dai hoc,Gioi,TLU,Lap trinh vien,13,ios,Truong phong,4.0,None,25,A,13,88.0,92.4,2644,FSI_2645,0,3,4,3,4,80,2,4,1,11/11/2019 ,1,4,01/08/2020 ,nghi phep,co gia dinh,2,165,70,dang bi benh,khong,khong,bus
2645,2645,FSI_2645,Ron,Tinh le,Kinh,Cau long,44,Nu,Tieng anh toiec,A,B,Cao dang,Xuat sac,VNU,Lap trinh vien,20,.NET,Nhan vien,1.0,None,25,B,12,18.0,18.9,2645,FSI_2646,1,0,0,2,1,70,0,0,1,16/12/2019 ,1,3,22/05/2020 ,nghi phep,co gia dinh,0,150,70,dang bi benh,co,co,bus
2646,2646,FSI_2646,Ron,Tinh le,Kinh,xem phim,18,Nu,Tieng Nhat,B,B,Cao dang,kha,EPU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,B,1,10.0,10.5,2646,FSI_2647,5,1,5,0,3,70,2,2,1,13/12/2019 ,4,0,29/02/2020 ,nghi phep,chua co gia dinh,0,165,50,khong bi benh,co,khong,xe may
2647,2647,FSI_2647,Harry,Ha Noi,Kinh,Gym,25,Nam,Khong chung chi,C,A,Dai hoc,kha,USTH,Lap trinh vien,4,ios,Nhan vien,1.0,None,25,B,2,8.0,8.4,2647,FSI_2648,5,2,2,4,0,100,3,1,1,04/04/2020 ,4,4,29/01/2020 ,full time,co gia dinh,0,175,60,dang bi benh,co,khong,xe may
